sample_id	mags	lat	lon	microntology
SAMN07521491	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521815	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532822	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532660	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532903	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532741	False	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509710	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521554	False	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521716	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521635	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521473	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532804	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532642	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532723	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07549031	True			['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521914	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521590	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521752	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521671	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521833	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521518	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532840	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532921	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509888	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509969	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07510000	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509789	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509987	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509699	True	34.07	-118.38	['elderly', 'host-associated', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509897	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509978	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509879	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509798	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509996	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07510033	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07510015	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07510006	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07510024	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532774	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532936	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509608	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532855	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532693	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509842	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07549046	True			['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509680	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509923	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509761	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521929	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521767	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521686	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521848	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509806	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509644	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532891	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509563	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509725	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521569	False	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521488	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532819	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532657	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521884	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532738	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532792	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509626	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532873	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509545	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509707	True	33.79	-84.35	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509860	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509941	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521785	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521866	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509824	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509662	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509581	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509905	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509743	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521587	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521749	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521668	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532837	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532675	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532918	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532756	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532783	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532945	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509617	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532864	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509536	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509851	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07549055	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509932	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509770	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521938	True	34.07	-118.38	['host-associated', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521776	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521695	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521857	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509815	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509653	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509572	True	34.07	-118.38	['elderly', 'host-associated', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509734	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521578	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521659	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521497	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532828	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532666	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532909	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521893	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532747	True	34.07	-118.38	['host-associated', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509635	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532882	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509554	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509716	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521479	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509950	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521794	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532648	True	42.38	-71.08	['elderly', 'host-associated', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521875	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532729	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509833	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07549037	True			['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509671	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509590	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509914	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509752	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521596	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521758	True	34.07	-118.38	['elderly', 'host-associated', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521677	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521839	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532846	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532684	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532927	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532765	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509600	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521525	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521606	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521444	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521921	True	33.79	-84.35	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521840	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521561	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521723	True	33.79	-84.35	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521642	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521480	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521804	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532811	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532730	True	34.07	-118.38	['elderly', 'host-associated', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521543	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521705	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521624	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521462	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532712	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521903	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521741	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521660	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521822	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521507	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532910	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521534	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521615	False	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521453	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521930	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532703	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521570	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521732	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521651	False	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521813	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532820	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532901	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521552	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521714	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521633	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521471	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532802	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532721	True	34.07	-118.38	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521912	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521750	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521831	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521516	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509688	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509769	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07532899	False	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509886	False	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509967	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509868	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509949	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509787	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509589	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509985	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509859	True	42.38	-71.08	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509697	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509778	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509895	True	39.16	-84.52	['host-associated', 'age group', 'adolescent', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509976	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509877	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509958	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509796	True	42.38	-71.08	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509679	True	39.16	-84.52	['host-associated', 'age group', 'child', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509598	True	34.07	-118.38	['elderly', 'host-associated', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07509994	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521521	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
SAMN07521602	True	42.38	-71.08	['host-associated', 'adult', 'age group', 'animal host', 'mammalian host', 'intestine', 'digestive tract', 'human host']
